ranking,codigo ibge,cidade ,estado,populacao,uf
3160§,1200344,Manoel Urbano,ÿac,9ÿ701,ac
3161§,2304269,Deputado Irapuan Pinheiro,ce ,9ÿ698,ce 
3162§,2906105,Can polis,ba,9ÿ694,ba
3163§,2401305,Campo Grande,rn,9ÿ686,rn
3164§,3137536,Lagoa Grande,mg,9ÿ681,mg
3165§,4122602,Rondon,pr ,9ÿ664,pr 
3166§,3519006,Herculƒndia,sp,9ÿ649,sp
3167§,3520202,Igarat ,sp,9ÿ631,sp
3168§,5103452,Denise,mt,9ÿ626,mt
3169§,3200136,Aguia Branca,es,9ÿ621,es
3170§,2612000,Saire,pe,9ÿ600,pe
3171§,3148301,Paula Cƒndido,mg,9ÿ597,mg
3172§,2701506,Campo Grande,ÿal,9ÿ576,al
3173§,3125903,Ferros,mg,9ÿ576,mg
3174§,2203453,Dom Inocˆncio,pi,9ÿ574,pi
3175§,4112405,Japur ,pr ,9ÿ573,pr 
3176§,2616100,Verdejante,pe,9ÿ572,pe
3177§,2701803,Carneiros,ÿal,9ÿ568,al
3178§,4100301,Agudos do Sul,pr ,9ÿ567,pr 
3179§,2923902,Pau Brasil,ba,9ÿ550,ba
3180§,2927101,Rodelas,ba,9ÿ548,ba
3181§,5106265,Novo Mundo,mt,9ÿ545,mt
3182§,3171030,Verdelƒndia,mg,9ÿ527,mg
3183§,2102374,Cachoeira Grande,ma,9ÿ524,ma
3184§,3103900,Ara£jos,mg,9ÿ523,mg
3185§,5203906,Buriti Alegre,go,9ÿ515,go
3186§,2705804,Olho d'Agua do Casado,ÿal,9ÿ507,al
3187§,3554409,Terra Roxa,sp,9ÿ502,sp
3188§,2604908,Cumaru,pe,9ÿ494,pe
3189§,2204659,Ilha Grande,pi,9ÿ487,pi
3190§,2516805,Triunfo,pb,9ÿ473,pb
3191§,3154507,Riacho dos Machados,mg,9ÿ471,mg
3192§,3102704,Cachoeira de Paje£,mg,9ÿ470,mg
3193§,1101203,Ministro Andreazza,ro,9ÿ461,ro
3194§,2310001,Palhano,ce ,9ÿ458,ce 
3195§,3511300,Cedral,sp,9ÿ452,sp
3196§,4122503,Roncador,pr ,9ÿ447,pr 
3197§,2805307,Pirambu,se,9ÿ436,se
3198§,1701002,Anan s,to,9ÿ435,to
3199§,2930766,S¡tio do Quinto,ba,9ÿ431,ba
3200§,2204204,Francisco Santos,pi,9ÿ423,pi
3201§,3113503,Carbonita,mg,9ÿ423,mg
3202§,4216107,Sao Domingos,sc,9ÿ422,sc
3203§,3305307,Sao Sebastiao do Alto,rj,9ÿ416,rj
3204§,2924900,Planaltino,ba,9ÿ415,ba
3205§,3304508,Rio das Flores,rj,9ÿ401,rj
3206§,5101308,Aren polis,mt,9ÿ399,mt
3207§,3545407,Salto Grande,sp,9ÿ396,sp
3208§,2907004,Cardeal da Silva,ba,9ÿ395,ba
3209§,5108956,Nova Monte Verde,mt,9ÿ375,mt
3210§,5214408,Naz rio,go,9ÿ375,go
3211§,2401404,Ba¡a Formosa,rn,9ÿ373,rn
3212§,5004809,JaporÆ,ms,9ÿ372,ms
3213§,5107941,TabaporÆ,mt,9ÿ357,mt
3214§,2933406,Wagner,ba,9ÿ342,ba
3215§,2405009,JacanÆ,rn,9ÿ341,rn
3216§,3112901,Caputira,mg,9ÿ318,mg
3217§,1302009,Itapiranga,ÿam,9ÿ312,am
3218§,2907558,Caturama,ba,9ÿ303,ba
3219§,1304005,Silves,ÿam,9ÿ289,am
3220§,5108055,Terra Nova do Norte,mt,9ÿ284,mt
3221§,3205150,Vila Pavao,es,9ÿ280,es
3222§,3515350,Euclides da Cunha Paulista,sp,9ÿ280,sp
3223§,5212709,Mamba¡,go,9ÿ277,go
3224§,3100500,Acucena,mg,9ÿ270,mg
3225§,4127882,Tunas do Paran ,pr ,9ÿ269,pr 
3226§,4212254,Passo de Torres,sc,9ÿ269,sc
3227§,1600105,ap ,ÿap ,9ÿ265,ap 
3228§,2206696,Murici dos Portelas,pi,9ÿ258,pi
3229§,1714203,Natividade,to,9ÿ256,to
3230§,2933109,V rzea do Po‡o,ba,9ÿ247,ba
3231§,5212808,Mara Rosa,go,9ÿ234,go
3232§,3103009,Ant“nio Dias,mg,9ÿ233,mg
3233§,4305306,Chapada,rs,9ÿ211,rs
3234§,4123857,Santa Maria do Oeste,pr ,9ÿ210,pr 
3235§,3119500,Coronel Murta,mg,9ÿ209,mg
3236§,3504800,B lsamo,sp,9ÿ209,sp
3237§,2310605,Penaforte,ce ,9ÿ207,ce 
3238§,2501401,Ba¡a da Traicao,pb,9ÿ197,pb
3239§,3535200,Palmeira d'Oeste,sp,9ÿ173,sp
3240§,3556909,Vista Alegre do Alto,sp,9ÿ163,sp
3241§,5200050,Abadia de Goias,go,9ÿ158,go
3242§,3152709,Prados,mg,9ÿ128,mg
3243§,2922854,Nova Redencao,ba,9ÿ126,ba
3244§,3542107,Rafard,sp,9ÿ126,sp
3245§,3555802,Urƒnia,sp,9ÿ125,sp
3246§,2923506,Palmeiras,ba,9ÿ123,ba
3247§,5000807,Anaurilƒndia,ms,9ÿ116,ms
3248§,5219407,Santa Rita do Araguaia,go,9ÿ110,go
3249§,3118700,Coqueiral,mg,9ÿ099,mg
3250§,4207650,IporÆ do Oeste,sc,9ÿ093,sc
3251§,3514007,Dobrada,sp,9ÿ088,sp
3252§,2928950,Sao Domingos,ba,9ÿ085,ba
3253§,5000906,Ant“nio Joao,ms,9ÿ082,ms
3254§,4304903,Casca,rs,9ÿ070,rs
3255§,2107001,Montes Altos,ma,9ÿ064,ma
3256§,5108907,Nova Maring ,mt,9ÿ056,mt
3257§,2807204,Siriri,se,9ÿ046,se
3258§,2208650,Queimada Nova,pi,9ÿ041,pi
3259§,4125209,Sao Jorge d'Oeste,pr ,9ÿ005,pr 
3260§,5222054,Vicentin¢polis,go,9ÿ002,go
3261§,4313953,Pantano Grande,rs,8ÿ995,rs
3262§,3549508,Sao Jose da Bela Vista,sp,8ÿ991,sp
3263§,4107256,Douradina,pr ,8ÿ988,pr 
3264§,2928307,Santan¢polis,ba,8ÿ987,ba
3265§,2602407,Brejao,pe,8ÿ981,pe
3266§,3536604,Paulo de Faria,sp,8ÿ973,sp
3267§,5211404,Itau‡u,go,8ÿ968,go
3268§,1720804,S¡tio Novo do Tocantins,to,8ÿ965,to
3269§,3155405,Rio Novo,mg,8ÿ964,mg
3270§,3143500,Morada Nova de Minas,mg,8ÿ955,mg
3271§,2925931,Quixabeira,ba,8ÿ939,ba
3272§,3128402,Guarani,mg,8ÿ926,mg
3273§,3532504,Neves Paulista,sp,8ÿ917,sp
3274§,2905107,Caem,ba,8ÿ912,ba
3275§,5203401,Bom Jardim de Goi s,go,8ÿ912,go
3276§,3118908,Cordisburgo,mg,8ÿ903,mg
3277§,3159209,Santa Rita de Caldas,mg,8ÿ900,mg
3278§,4106001,Congonhinhas,pr ,8ÿ896,pr 
3279§,3511904,Clementina,sp,8ÿ894,sp
3280§,1707702,Filadelfia,to,8ÿ892,to
3281§,3546900,Santa L£cia,sp,8ÿ889,sp
3282§,3514304,Dourado,sp,8ÿ883,sp
3283§,4108957,Guamiranga,pr ,8ÿ881,pr 
3284§,3537503,Pereiras,sp,8ÿ875,sp
3285§,4126009,Sao Sebastiao da Amoreira,pr ,8ÿ865,pr 
3286§,2918456,Jucuru‡u,ba,8ÿ856,ba
3287§,2704609,Maravilha,ÿal,8ÿ850,al
3288§,2912004,Ibiassucˆ,ba,8ÿ849,ba
3289§,2902302,Aratu¡pe,ba,8ÿ848,ba
3290§,4201505,Armazem,sc,8ÿ843,sc
3291§,2102150,Brejo de Areia,ma,8ÿ841,ma
3292§,2105948,Lago dos Rodrigues,ma,8ÿ841,ma
3293§,2308807,Mora£jo,ce ,8ÿ833,ce 
3294§,3150158,Piedade de Caratinga,mg,8ÿ832,mg
3295§,3202553,Ibitirama,es,8ÿ830,es
3296§,2804458,Nossa Senhora Aparecida,se,8ÿ822,se
3297§,2208700,Redencao do Gurgueia,pi,8ÿ814,pi
3298§,3116803,Coluna,mg,8ÿ810,mg
3299§,2103125,Central do Maranhao,ma,8ÿ806,ma
3300§,3513207,Cristais Paulista,sp,8ÿ803,sp
3301§,5205455,Cezarina,go,8ÿ794,go
3302§,4114906,Marilƒndia do Sul,pr ,8ÿ793,pr 
3303§,2407401,Martins,rn,8ÿ790,rn
3304§,5102850,Castanheira,mt,8ÿ782,mt
3305§,3142601,Monsenhor Paulo,mg,8ÿ764,mg
3306§,4215679,Santa Terezinha,sc,8ÿ760,sc
3307§,5213509,Monte Alegre de Goi s,go,8ÿ759,go
3308§,2206803,Nossa Senhora dos Remedios,pi,8ÿ751,pi
3309§,5200803,Alvorada do Norte,go,8ÿ749,go
3310§,2509057,Marcacao,pb,8ÿ746,pb
3311§,4319802,Sao Vicente do Sul,rs,8ÿ742,rs
3312§,2912806,IbirapuÆ,ba,8ÿ740,ba
3313§,5220504,Serran¢polis,go,8ÿ737,go
3314§,3204658,Sao Domingos do Norte,es,8ÿ735,es
3315§,2933174,Varzedo,ba,8ÿ734,ba
3316§,2921906,Mucugˆ,ba,8ÿ725,ba
3317§,3166709,Serra dos Aimores,mg,8ÿ725,mg
3318§,3157336,Santa Cruz de Minas,mg,8ÿ723,mg
3319§,3150505,Pimenta,mg,8ÿ715,mg
3320§,4201208,Ant“nio Carlos,sc,8ÿ712,sc
3321§,3144508,Nazareno,mg,8ÿ710,mg
3322§,3140555,Mata Verde,mg,8ÿ700,mg
3323§,3112802,Capit¢lio,mg,8ÿ693,mg
3324§,3151008,Piranguinho,mg,8ÿ683,mg
3325§,2900108,Aba¡ra,ba,8ÿ681,ba
3326§,3534807,Ouro Verde,sp,8ÿ676,sp
3327§,2909000,Cordeiros,ba,8ÿ667,ba
3328§,3503406,Arealva,sp,8ÿ665,sp
3329§,3158904,Santana do Manhua‡u,mg,8ÿ660,mg
3330§,2906899,Cara¡bas,ba,8ÿ659,ba
3331§,3171709,Virg¡nia,mg,8ÿ652,mg
3332§,4217907,Tangar ,sc,8ÿ648,sc
3333§,2112001,Tasso Fragoso,ma,8ÿ642,ma
3334§,2509305,Mataraca,pb,8ÿ642,pb
3335§,4103503,Calif¢rnia,pr ,8ÿ641,pr 
3336§,3140530,Martins Soares,mg,8ÿ640,mg
3337§,2206720,Naz ria,pi,8ÿ632,pi
3338§,4305009,Catu¡pe,rs,8ÿ631,rs
3339§,1200328,Jordao,ÿac,8ÿ628,ac
3340§,2205557,Lagoa Alegre,pi,8ÿ610,pi
3341§,1504109,Magalhaes Barata,pa ,8ÿ598,pa 
3342§,3102852,Angelƒndia,mg,8ÿ594,mg
3343§,2603603,Camutanga,pe,8ÿ592,pe
3344§,2919058,Lagedo do Tabocal,ba,8ÿ591,ba
3345§,2205953,Marcolƒndia,pi,8ÿ590,pi
3346§,3300951,Comendador Levy Gasparian,rj,8ÿ590,rj
3347§,2204907,Isa¡as Coelho,pi,8ÿ582,pi
3348§,2923308,Ouricangas,ba,8ÿ575,ba
3349§,4311155,J¢ia,rs,8ÿ571,rs
3350§,1718303,Praia Norte,to,8ÿ563,to
3351§,2313252,Tarrafas,ce ,8ÿ555,ce 
3352§,2512804,Riacho dos Cavalos,pb,8ÿ555,pb
3353§,5107776,Santa Terezinha,mt,8ÿ547,mt
3354§,3548054,Santo Ant“nio do Aracangu ,sp,8ÿ541,sp
3355§,4314159,Paverama,rs,8ÿ541,rs
3356§,3152907,Prat polis,mg,8ÿ530,mg
3357§,3161700,Sao Goncalo do Abaete,mg,8ÿ527,mg
3358§,2802700,Ilha das Flores,se,8ÿ522,se
3359§,2104073,Feira Nova do Maranhao,ma,8ÿ506,ma
3360§,2106672,Milagres do Maranhao,ma,8ÿ502,ma
3361§,4127908,Tuneiras do Oeste,pr ,8ÿ502,pr 
3362§,3545159,Saltinho,sp,8ÿ498,sp
3363§,2101970,Boa Vista do Gurupi,ma,8ÿ494,ma
3364§,1400506,Sao Joao da Baliza,rr,8ÿ492,rr
3365§,4123709,Santa Isabel do Iva¡,pr ,8ÿ484,pr 
3366§,2500775,Aparecida,pb,8ÿ482,pb
3367§,3129608,Ibia¡,mg,8ÿ478,mg
3368§,2921609,Morpar ,ba,8ÿ476,ba
3369§,3103702,Araponga,mg,8ÿ467,mg
3370§,2703601,Japaratinga,ÿal,8ÿ444,al
3371§,2700607,Barra de Sao Miguel,ÿal,8ÿ434,al
3372§,4304713,Cara ,rs,8ÿ426,rs
3373§,3515202,Estrela d'Oeste,sp,8ÿ420,sp
3374§,5104906,Jangada,mt,8ÿ420,mt
3375§,1702000,Aragua‡u,to,8ÿ418,to
3376§,4215653,Santa Rosa do Sul,sc,8ÿ397,sc
3377§,2800704,Brejo Grande,se,8ÿ396,se
3378§,3148509,Pavao,mg,8ÿ390,mg
3379§,4128559,Vera Cruz do Oeste,pr ,8ÿ389,pr 
3380§,5219704,Santa Terezinha de Goi s,go,8ÿ386,go
3381§,3111408,Campo Florido,mg,8ÿ383,mg
3382§,1700707,Alvorada,to,8ÿ381,to
3383§,3143450,Montezuma,mg,8ÿ379,mg
3384§,5105002,Jauru,mt,8ÿ377,mt
3385§,2916708,Itaquara,ba,8ÿ375,ba
3386§,2205854,Madeiro,pi,8ÿ372,pi
3387§,2201960,Brasileira,pi,8ÿ364,pi
3388§,3519808,Icem,sp,8ÿ363,sp
3389§,3521606,Irapuru,sp,8ÿ356,sp
3390§,2203008,Cristalƒndia do Piau¡,pi,8ÿ350,pi
3391§,4306932,Entre-Iju¡s,rs,8ÿ350,rs
3392§,2406601,Lagoa Salgada,rn,8ÿ348,rn
3393§,4308805,General Cƒmara,rs,8ÿ339,rs
3394§,2501575,Barra de Santana,pb,8ÿ338,pb
3395§,3156304,Rodeiro,mg,8ÿ333,mg
3396§,2505402,Desterro,pb,8ÿ332,pb
3397§,2922805,Nova Itarana,ba,8ÿ328,ba
3398§,2920304,Malhada de Pedras,ba,8ÿ326,ba
3399§,5221197,Terez¢polis de Goi s,go,8ÿ326,go
3400§,2407302,Marcelino Vieira,rn,8ÿ325,rn
3401§,4203501,Campo Erˆ,sc,8ÿ312,sc
3402§,4117222,Nova Santa Rosa,pr ,8ÿ311,pr 
3403§,2410900,Riachuelo,rn,8ÿ310,rn
3404§,3146503,Pains,mg,8ÿ308,mg
3405§,4309050,Glorinha,rs,8ÿ304,rs
3406§,2916203,Itape,ba,8ÿ300,ba
3407§,2402402,Carna£ba dos Dantas,rn,8ÿ297,rn
3408§,3129004,Guiricema,mg,8ÿ296,mg
3409§,4111555,Ivate,pr ,8ÿ294,pr 
3410§,2506251,Gado Bravo,pb,8ÿ292,pb
3411§,3151909,Pocrane,mg,8ÿ288,mg
3412§,3153509,Alto Jequitib ,mg,8ÿ286,mg
3413§,2202026,Buriti dos Montes,pi,8ÿ282,pi
3414§,2615904,Tuparetama,pe,8ÿ266,pe
3415§,2921450,Mirante,ba,8ÿ264,ba
3416§,4211108,Monte Castelo,sc,8ÿ263,sc
3417§,3500402,Aguas da Prata,sp,8ÿ262,sp
3418§,3517802,Guaraca¡,sp,8ÿ258,sp
3419§,4112751,Jesu¡tas,pr ,8ÿ251,pr 
3420§,2100402,Altamira do Maranhao,ma,8ÿ250,ma
3421§,1400605,Sao Lu¡s,rr,8ÿ232,rr
3422§,3519907,Iepˆ,sp,8ÿ228,sp
3423§,3157252,Santa B rbara do Leste,mg,8ÿ212,mg
3424§,4210308,Major Vieira,sc,8ÿ209,sc
3425§,3527009,Lindoia,sp,8ÿ201,sp
3426§,3506409,Bilac,sp,8ÿ197,sp
3427§,1717909,Ponte Alta do Tocantins,to,8ÿ192,to
3428§,2412807,Sao Rafael,rn,8ÿ183,rn
3429§,1713601,Monte do Carmo,to,8ÿ182,to
3430§,5104526,Ipiranga do Norte,mt,8ÿ182,mt
3431§,3531209,Monte Alegre do Sul,sp,8ÿ181,sp
3432§,2917359,Jaborandi,ba,8ÿ176,ba
3433§,3528106,Macaubal,sp,8ÿ174,sp
3434§,3128907,Guimarƒnia,mg,8ÿ168,mg
3435§,5101605,Barao de Melga‡o,mt,8ÿ165,mt
3436§,3168804,Tiradentes,mg,8ÿ160,mg
3437§,1600238,Ferreira Gomes,ÿap ,8ÿ151,ap 
3438§,2307205,Jati,ce ,8ÿ150,ce 
3439§,3145877,Orizƒnia,mg,8ÿ138,mg
3440§,4218509,Treze T¡lias,sc,8ÿ138,sc
3441§,4204905,Descanso,sc,8ÿ136,sc
3442§,3154457,Riachinho,mg,8ÿ132,mg
3443§,4312252,Minas do Leao,rs,8ÿ130,rs
3444§,2910305,El¡sio Medrado,ba,8ÿ129,ba
3445§,4121752,Reserva do Igua‡u,pr ,8ÿ127,pr 
3446§,1100502,Novo Horizonte do Oeste,ro,8ÿ125,ro
3447§,4306056,Cristal,rs,8ÿ121,rs
3448§,4117008,Nova F tima,pr ,8ÿ120,pr 
3449§,4104105,Campo do Tenente,pr ,8ÿ118,pr 
3450§,3139706,Maravilhas,mg,8ÿ113,mg
3451§,2906402,Candeal,ba,8ÿ109,ba
3452§,2413409,Serra Negra do Norte,rn,8ÿ105,rn
3453§,4127957,TupÆssi,pr ,8ÿ105,pr 
3454§,3521507,IrapuÆ,sp,8ÿ101,sp
3455§,5204003,Cabeceiras,go,8ÿ098,go
3456§,5103601,Dom Aquino,mt,8ÿ087,mt
3457§,5204854,Campo Limpo de Goi s,go,8ÿ087,go
3458§,2209971,Sao Joao do Arraial,pi,8ÿ085,pi
3459§,1505601,Peixe-Boi,pa ,8ÿ084,pa 
3460§,1716703,Colmeia,to,8ÿ078,to
3461§,2919108,Lamarao,ba,8ÿ078,ba
3462§,2708709,Sao Miguel dos Milagres,ÿal,8ÿ073,al
3463§,5214861,Nova Gl¢ria,go,8ÿ063,go
3464§,3124807,Estrela do Sul,mg,8ÿ057,mg
3465§,4216800,Sao Jose do Cerrito,sc,8ÿ054,sc
3466§,4317004,Santana da Boa Vista,rs,8ÿ037,rs
3467§,5213707,Montes Claros de Goi s,go,8ÿ037,go
3468§,3147709,Passa Tempo,mg,8ÿ031,mg
3469§,4201703,Ascurra,sc,8ÿ021,sc
3470§,3204252,Ponto Belo,es,8ÿ016,es
3471§,2507606,Juarez T vora,pb,8ÿ014,pb
3472§,3121100,Delfim Moreira,mg,8ÿ007,mg
3473§,4218251,Timb¢ Grande,sc,8ÿ003,sc
3474§,5204250,Cachoeira Dourada,go,7ÿ997,go
3475§,3135357,Japonvar,mg,7ÿ991,mg
3476§,4316501,Salvador do Sul,rs,7ÿ975,rs
3477§,2915700,Itamari,ba,7ÿ971,ba
3478§,2403004,Cruzeta,rn,7ÿ968,rn
3479§,4103800,Cambira,pr ,7ÿ967,pr 
3480§,2511103,Pedra Lavrada,pb,7ÿ954,pb
3481§,5007554,Santa Rita do Pardo,ms,7ÿ948,ms
3482§,2410207,Portalegre,rn,7ÿ944,rn
3483§,2931103,Tanquinho,ba,7ÿ936,ba
3484§,3519501,Ibirarema,sp,7ÿ926,sp
3485§,5103858,Ga£cha do Norte,mt,7ÿ913,mt
3486§,3200359,Alto Rio Novo,es,7ÿ911,es
3487§,2806404,Santana do Sao Francisco,se,7ÿ906,se
3488§,3511201,Catigu ,sp,7ÿ905,sp
3489§,2306207,Itaicaba,ce ,7ÿ904,ce 
3490§,3165701,Senador Firmino,mg,7ÿ902,mg
3491§,3130309,Iguatama,mg,7ÿ901,mg
3492§,3123528,Durande,mg,7ÿ898,mg
3493§,5204805,Campo Alegre de Goi s,go,7ÿ884,go
3494§,2201051,Assuncao do Piau¡,pi,7ÿ879,pi
3495§,2104628,Governador Luiz Rocha,ma,7ÿ878,ma
3496§,2109759,Santa Filomena do Maranhao,ma,7ÿ878,ma
3497§,3165305,Sao Vicente de Minas,mg,7ÿ876,mg
3498§,2914307,Iramaia,ba,7ÿ874,ba
3499§,3120870,Curral de Dentro,mg,7ÿ867,mg
3500§,2505006,Cubati,pb,7ÿ866,pb
3501§,3523800,Itobi,sp,7ÿ862,sp
3502§,2109551,Ribamar Fiquene,ma,7ÿ859,ma
3503§,2301505,Arneiroz,ce ,7ÿ848,ce 
3504§,2515971,Sobrado,pb,7ÿ845,pb
3505§,1717503,Pium,to,7ÿ830,to
3506§,2922730,Nova F tima,ba,7ÿ830,ba
3507§,3521101,Ipe£na,sp,7ÿ824,sp
3508§,4316709,Santa B rbara do Sul,rs,7ÿ813,rs
3509§,5002159,Bodoquena,ms,7ÿ802,ms
3510§,5202155,Araguapaz,go,7ÿ795,go
3511§,4314001,Para¡,rs,7ÿ793,rs
3512§,2206506,Monsenhor Hip¢lito,pi,7ÿ785,pi
3513§,3135456,Jenipapo de Minas,mg,7ÿ781,mg
3514§,3105004,Baldim,mg,7ÿ780,mg
3515§,1301951,Itamarati,ÿam,7ÿ777,am
3516§,2606705,Ibirajuba,pe,7ÿ773,pe
3517§,2304608,General Sampaio,ce ,7ÿ767,ce 
3518§,3542701,Restinga,sp,7ÿ762,sp
3519§,3518859,Guatapar ,sp,7ÿ760,sp
3520§,2312809,Senador S ,ce ,7ÿ758,ce 
3521§,2106359,Maraj  do Sena,ma,7ÿ757,ma
3522§,2508208,Lagoa de Dentro,pb,7ÿ754,pb
3523§,2919900,Macurure,ba,7ÿ752,ba
3524§,2507408,Jeric¢,pb,7ÿ751,pb
3525§,5200605,Alto Para¡so de Goi s,go,7ÿ751,go
3526§,2313708,Umari,ce ,7ÿ740,ce 
3527§,3552304,Sud Mennucci,sp,7ÿ738,sp
3528§,3117836,C“nego Marinho,mg,7ÿ730,mg
3529§,4322301,Tuparendi,rs,7ÿ730,rs
3530§,3553500,Tapira¡,sp,7ÿ725,sp
3531§,3550506,Sao Pedro do Turvo,sp,7ÿ724,sp
3532§,3106408,Belo Vale,mg,7ÿ723,mg
3533§,2300606,Altaneira,ce ,7ÿ712,ce 
3534§,4123303,Santa Cruz de Monte Castelo,pr ,7ÿ705,pr 
3535§,2202083,Cajueiro da Praia,pi,7ÿ704,pi
3536§,4127809,Tomazina,pr ,7ÿ699,pr 
3537§,3134806,Jacu¡,mg,7ÿ695,mg
3538§,1715754,Palmeir¢polis,to,7ÿ694,to
3539§,4319158,Sao Miguel das Missäes,rs,7ÿ692,rs
3540§,4302451,Boqueirao do Leao,rs,7ÿ691,rs
3541§,1721109,Tocant¡nia,to,7ÿ688,to
3542§,3543253,Ribeirao Grande,sp,7ÿ686,sp
3543§,3169208,Tombos,mg,7ÿ683,mg
3544§,4314209,Pedro Os¢rio,rs,7ÿ683,rs
3545§,2514909,Sao Mamede,pb,7ÿ682,pb
3546§,1718865,Santa Fe do Araguaia,to,7ÿ678,to
3547§,2200251,Alagoinha do Piau¡,pi,7ÿ678,pi
3548§,4215307,Salete,sc,7ÿ674,sc
3549§,4109906,Icara¡ma,pr ,7ÿ671,pr 
3550§,3166907,Serrania,mg,7ÿ667,mg
3551§,2202778,Col“nia do Piau¡,pi,7ÿ665,pi
3552§,5212303,Leopoldo de Bulhäes,go,7ÿ663,go
3553§,3122207,Divinolƒndia de Minas,mg,7ÿ655,mg
3554§,2105989,Lajeado Novo,ma,7ÿ653,ma
3555§,2804300,Muribeca,se,7ÿ653,se
3556§,1200054,Assis Brasil,ÿac,7ÿ649,ac
3557§,4207700,Ipumirim,sc,7ÿ647,sc
3558§,4207684,Ipua‡u,sc,7ÿ643,sc
3559§,4212304,Paulo Lopes,sc,7ÿ642,sc
3560§,2404853,Itaj ,rn,7ÿ641,rn
3561§,3138625,Limeira do Oeste,mg,7ÿ640,mg
3562§,2111250,Sao Jose dos Bas¡lios,ma,7ÿ639,ma
3563§,4314027,Para¡so do Sul,rs,7ÿ635,rs
3564§,3164001,Sao Pedro dos Ferros,mg,7ÿ634,mg
3565§,3116704,Coimbra,mg,7ÿ631,mg
3566§,5219001,Sanclerlƒndia,go,7ÿ630,go
3567§,4107751,Figueira,pr ,7ÿ625,pr 
3568§,2406304,Lagoa de Pedras,rn,7ÿ624,rn
3569§,2514206,Sao Jose da Lagoa Tapada,pb,7ÿ622,pb
3570§,2707404,Porto de Pedras,ÿal,7ÿ618,al
3571§,3553906,Tarabai,sp,7ÿ609,sp
3572§,3505401,Barra do Turvo,sp,7ÿ606,sp
3573§,3131109,Inimutaba,mg,7ÿ605,mg
3574§,3126000,Florestal,mg,7ÿ602,mg
3575§,3142403,Moema,mg,7ÿ589,mg
3576§,3137106,Lagamar,mg,7ÿ588,mg
3577§,2101731,Bel gua,ma,7ÿ586,ma
3578§,2606309,Granito,pe,7ÿ586,pe
3579§,1505494,Palestina do Par ,pa ,7ÿ575,pa 
3580§,5006408,Pedro Gomes,ms,7ÿ568,ms
3581§,5004403,Inocˆncia,ms,7ÿ566,ms
3582§,2312502,Sao Joao do Jaguaribe,ce ,7ÿ557,ce 
3583§,2706604,Paulo Jacinto,ÿal,7ÿ556,al
3584§,4109500,Guaraquecaba,pr ,7ÿ554,pr 
3585§,4214607,Rio do Oeste,sc,7ÿ552,sc
3586§,4301750,Barao do Triunfo,rs,7ÿ550,rs
3587§,3125606,Felisburgo,mg,7ÿ548,mg
3588§,3200508,Apiac ,es,7ÿ542,es
3589§,3162203,Sao Joao Batista do Gl¢ria,mg,7ÿ541,mg
3590§,3150570,Pint¢polis,mg,7ÿ540,mg
3591§,3536406,Pauliceia,sp,7ÿ540,sp
3592§,3158508,Santana de Pirapama,mg,7ÿ538,mg
3593§,4106456,Coronel Domingos Soares,pr ,7ÿ538,pr 
3594§,1500131,Abel Figueiredo,pa ,7ÿ536,pa 
3595§,3162948,Sao Jose da Barra,mg,7ÿ532,mg
3596§,3505104,Barbosa,sp,7ÿ532,sp
3597§,2504157,Casserengue,pb,7ÿ530,pb
3598§,2616183,Vertente do Lerio,pe,7ÿ526,pe
3599§,4103057,Boa Vista da Aparecida,pr ,7ÿ524,pr 
3600§,3533601,Nuporanga,sp,7ÿ522,sp
3601§,2610103,Palmeirina,pe,7ÿ509,pe
3602§,4218608,Trombudo Central,sc,7ÿ506,sc
3603§,4120705,Quatigu ,pr ,7ÿ504,pr 
3604§,5005251,Laguna CarapÆ,ms,7ÿ496,ms
3605§,3121803,Dion¡sio,mg,7ÿ493,mg
3606§,3145059,Nova Porteirinha,mg,7ÿ493,mg
3607§,2602506,Brejinho,pe,7ÿ489,pe
3608§,3116506,Claro dos Po‡äes,mg,7ÿ478,mg
3609§,1710508,Itacaj ,to,7ÿ471,to
3610§,4320263,Segredo,rs,7ÿ465,rs
3611§,2922201,Muniz Ferreira,ba,7ÿ464,ba
3612§,4210407,Maracaj ,sc,7ÿ461,sc
3613§,2515005,Sao Miguel de Taipu,pb,7ÿ450,pb
3614§,2110658,Sao Domingos do Azeitao,ma,7ÿ448,ma
3615§,3101805,Alpercata,mg,7ÿ448,mg
3616§,2924108,Pedrao,ba,7ÿ438,ba
3617§,4101309,Ant“nio Olinto,pr ,7ÿ421,pr 
3618§,4118709,Paulo Frontin,pr ,7ÿ418,pr 
3619§,5212105,Joviƒnia,go,7ÿ417,go
3620§,4311502,Lavras do Sul,rs,7ÿ410,rs
3621§,2208908,Ribeiro Goncalves,pi,7ÿ408,pi
3622§,3135605,Jequita¡,mg,7ÿ407,mg
3623§,2300804,Antonina do Norte,ce ,7ÿ402,ce 
3624§,4300646,Ametista do Sul,rs,7ÿ396,rs
3625§,3162609,Sao Joao do Oriente,mg,7ÿ393,mg
3626§,4309506,Guarani das Missäes,rs,7ÿ393,rs
3627§,3130606,Inconfidentes,mg,7ÿ387,mg
3628§,3526605,Lavrinhas,sp,7ÿ361,sp
3629§,4100103,Abati ,pr ,7ÿ360,pr 
3630§,1501758,Brejo Grande do Araguaia,pa ,7ÿ357,pa 
3631§,2502003,Belem do Brejo do Cruz,pb,7ÿ356,pb
