ranking,codigo ibge,cidade ,estado,populacao,uf
2684§,5103056,Cl udia,mt,12ÿ338,mt
2685§,3203106,Jer“nimo Monteiro,es,12ÿ336,es
2686§,4123402,Santa Fe,pr ,12ÿ330,pr 
2687§,5100409,Alto Garcas,mt,12ÿ323,mt
2688§,3134707,Jacinto,mg,12ÿ320,mg
2689§,4204558,Correia Pinto,sc,12ÿ315,sc
2690§,2413904,Taipu,rn,12ÿ314,rn
2691§,2309805,Pacoti,ce ,12ÿ313,ce 
2692§,3149150,Pedras de Maria da Cruz,mg,12ÿ313,mg
2693§,2928059,Santa Luzia,ba,12ÿ308,ba
2694§,4302907,Cacequi,rs,12ÿ291,rs
2695§,2910107,Dom Bas¡lio,ba,12ÿ281,ba
2696§,1200179,Capixaba,ÿac,12ÿ280,ac
2697§,2310407,Paramoti,ce ,12ÿ276,ce 
2698§,2106102,Loreto,ma,12ÿ271,ma
2699§,3200706,At¡lio Viv cqua,es,12ÿ270,es
2700§,4128534,Ventania,pr ,12ÿ267,pr 
2701§,2606903,Iguaracy,pe,12ÿ265,pe
2702§,3133204,Itanhomi,mg,12ÿ259,mg
2703§,4121000,Querˆncia do Norte,pr ,12ÿ257,pr 
2704§,3111804,Can polis,mg,12ÿ251,mg
2705§,3135506,Jequeri,mg,12ÿ246,mg
2706§,2902054,Ara‡ s,ba,12ÿ237,ba
2707§,3152170,Ponto dos Volantes,mg,12ÿ235,mg
2708§,2101103,Axix ,ma,12ÿ234,ma
2709§,2110906,Sao Francisco do Maranhao,ma,12ÿ226,ma
2710§,2413359,Serra do Mel,rn,12ÿ225,rn
2711§,4111209,Itapejara d'Oeste,pr ,12ÿ220,pr 
2712§,2605509,Ferreiros,pe,12ÿ216,pe
2713§,3117900,Congonhal,mg,12ÿ209,mg
2714§,2806602,Santo Amaro das Brotas,se,12ÿ200,se
2715§,3130051,Icara¡ de Minas,mg,12ÿ200,mg
2716§,3113909,Carmo da Cachoeira,mg,12ÿ193,mg
2717§,3102803,Andrelƒndia,mg,12ÿ189,mg
2718§,4304689,Capela de Santana,rs,12ÿ183,rs
2719§,5106828,Porto Esperidiao,mt,12ÿ176,mt
2720§,1502608,Colares,pa ,12ÿ175,pa 
2721§,3204500,Santa Leopoldina,es,12ÿ171,es
2722§,2601508,Belem de Maria,pe,12ÿ169,pe
2723§,2929750,Saubara,ba,12ÿ163,ba
2724§,2208106,Pimenteiras,pi,12ÿ150,pi
2725§,2915106,Itagi,ba,12ÿ140,ba
2726§,3550803,Sao Sebastiao da Grama,sp,12ÿ137,sp
2727§,2502409,Bonito de Santa Fe,pb,12ÿ126,pb
2728§,2933455,Wanderley,ba,12ÿ125,ba
2729§,2513109,Salgado de Sao Felix,pb,12ÿ123,pb
2730§,4209706,Lebon Regis,sc,12ÿ122,sc
2731§,4314506,Pinheiro Machado,rs,12ÿ122,rs
2732§,4112801,Joaquim T vora,pr ,12ÿ108,pr 
2733§,3506904,Bofete,sp,12ÿ107,sp
2734§,2104305,Godofredo Viana,ma,12ÿ104,ma
2735§,3544905,Sales Oliveira,sp,12ÿ103,sp
2736§,2110856,Sao Francisco do Brejao,ma,12ÿ082,ma
2737§,2921807,Mortugaba,ba,12ÿ063,ba
2738§,2903706,Boa Nova,ba,12ÿ039,ba
2739§,2511509,Pilar,pb,12ÿ036,pb
2740§,3300159,Aperibe,rj,12ÿ036,rj
2741§,4127858,Trˆs Barras do Paran ,pr ,12ÿ036,pr 
2742§,4211009,Monda¡,sc,12ÿ034,sc
2743§,2925709,Presidente Jƒnio Quadros,ba,12ÿ028,ba
2744§,1714880,Nova Olinda,to,12ÿ014,to
2745§,1503408,Inhangapi,pa ,12ÿ009,pa 
2746§,3519105,Iacanga,sp,12ÿ002,sp
2747§,1716604,Peixe,to,11ÿ996,to
2748§,3149705,Perdigao,mg,11ÿ994,mg
2749§,4203303,Campo Alegre,sc,11ÿ985,sc
2750§,2604304,Cedro,pe,11ÿ972,pe
2751§,1507961,Terra Alta,pa ,11ÿ971,pa 
2752§,4109302,Guarania‡u,pr ,11ÿ969,pr 
2753§,2104909,Guimaraes,ma,11ÿ966,ma
2754§,4116109,Moreira Sales,pr ,11ÿ966,pr 
2755§,2300101,Abaiara,ce ,11ÿ965,ce 
2756§,2901809,Ant“nio Goncalves,ba,11ÿ955,ba
2757§,2106003,Lima Campos,ma,11ÿ943,ma
2758§,4214706,Rio dos Cedros,sc,11ÿ937,sc
2759§,1300060,Amatur ,ÿam,11ÿ934,am
2760§,5107859,Sao Felix do Araguaia,mt,11ÿ934,mt
2761§,2612802,Santa Terezinha,pe,11ÿ914,pe
2762§,4202206,Benedito Novo,sc,11ÿ896,sc
2763§,2506707,Imaculada,pb,11ÿ877,pb
2764§,4322533,Vale do Sol,rs,11ÿ873,rs
2765§,4105300,Ceu Azul,pr ,11ÿ872,pr 
2766§,3109907,Caetan¢polis,mg,11ÿ869,mg
2767§,3117801,Conceicao dos Ouros,mg,11ÿ852,mg
2768§,1101500,Seringueiras,ro,11ÿ846,ro
2769§,2300507,Alcƒntaras,ce ,11ÿ846,ce 
2770§,5002308,Brasilƒndia,ms,11ÿ835,ms
2771§,3106507,Berilo,mg,11ÿ813,mg
2772§,3127602,Gouveia,mg,11ÿ811,mg
2773§,2411403,Santana do Matos,rn,11ÿ808,rn
2774§,5007950,Tacuru,ms,11ÿ795,ms
2775§,2515104,Sao Sebastiao de Lagoa de Roca,pb,11ÿ793,pb
2776§,3162559,Sao Joao do Manhua‡u,mg,11ÿ785,mg
2777§,1722081,Wanderlƒndia,to,11ÿ783,to
2778§,4315404,Redentora,rs,11ÿ782,rs
2779§,1400407,Normandia,rr,11ÿ772,rr
2780§,2301406,Aratuba,ce ,11ÿ759,ce 
2781§,1100924,Chupinguaia,ro,11ÿ755,ro
2782§,2201150,Baixa Grande do Ribeiro,pi,11ÿ751,pi
2783§,3166808,Serra do Salitre,mg,11ÿ750,mg
2784§,3204302,Presidente Kennedy,es,11ÿ741,es
2785§,2929404,Sao Miguel das Matas,ba,11ÿ733,ba
2786§,5108501,Vera,mt,11ÿ731,mt
2787§,2400802,Angicos,rn,11ÿ695,rn
2788§,2204303,Fronteiras,pi,11ÿ690,pi
2789§,4118105,Paranacity,pr ,11ÿ685,pr 
2790§,2706000,Olivenca,ÿal,11ÿ681,al
2791§,3168507,Teixeiras,mg,11ÿ680,mg
2792§,4213401,Ponte Serrada,sc,11ÿ674,sc
2793§,2926905,Rio do Pires,ba,11ÿ672,ba
2794§,2901700,Ant“nio Cardoso,ba,11ÿ670,ba
2795§,4206207,Gravatal,sc,11ÿ652,sc
2796§,3111309,Campo do Meio,mg,11ÿ648,mg
2797§,4215109,Rodeio,sc,11ÿ647,sc
2798§,1703800,Buriti do Tocantins,to,11ÿ644,to
2799§,5203203,Barro Alto,go,11ÿ643,go
2800§,3131802,Itabirinha,mg,11ÿ637,mg
2801§,2607950,Jaqueira,pe,11ÿ632,pe
2802§,3204401,Rio Novo do Sul,es,11ÿ630,es
2803§,3109709,Cachoeira de Minas,mg,11ÿ609,mg
2804§,2610301,Paranatama,pe,11ÿ608,pe
2805§,2802403,Gararu,se,11ÿ599,se
2806§,4100806,Alvorada do Sul,pr ,11ÿ598,pr 
2807§,2305654,Ipaporanga,ce ,11ÿ597,ce 
2808§,2906857,Capela do Alto Alegre,ba,11ÿ597,ba
2809§,4110953,Itaipulƒndia,pr ,11ÿ588,pr 
2810§,5100508,Alto Paraguai,mt,11ÿ587,mt
2811§,2919306,Len‡¢is,ba,11ÿ586,ba
2812§,2930006,Sebastiao Laranjeiras,ba,11ÿ586,ba
2813§,2306801,Jaguaribara,ce ,11ÿ580,ce 
2814§,3154200,Resende Costa,mg,11ÿ578,mg
2815§,3532603,Nhandeara,sp,11ÿ575,sp
2816§,4312708,Nonoai,rs,11ÿ574,rs
2817§,2706109,Ouro Branco,ÿal,11ÿ573,al
2818§,2205003,Itain¢polis,pi,11ÿ571,pi
2819§,3160306,Santo Ant“nio do Jacinto,mg,11ÿ570,mg
2820§,3301603,Duas Barras,rj,11ÿ563,rj
2821§,4315800,Roca Sales,rs,11ÿ556,rs
2822§,3520426,Ilha Comprida,sp,11ÿ552,sp
2823§,5003488,Dois Irmaos do Buriti,ms,11ÿ547,ms
2824§,3114006,Carmo da Mata,mg,11ÿ546,mg
2825§,1101757,Vale do Anari,ro,11ÿ545,ro
2826§,2608255,Jucati,pe,11ÿ545,pe
2827§,4202073,Balne rio Gaivota,sc,11ÿ537,sc
2828§,2105963,Lagoa Grande do Maranhao,ma,11ÿ534,ma
2829§,3539004,Pirangi,sp,11ÿ524,sp
2830§,4123907,Santa Mariana,pr ,11ÿ523,pr 
2831§,2902203,Aramari,ba,11ÿ519,ba
2832§,3532900,Nova Europa,sp,11ÿ519,sp
2833§,3537206,Pedro de Toledo,sp,11ÿ507,sp
2834§,3557303,Estiva Gerbi,sp,11ÿ507,sp
2835§,3108255,Bonito de Minas,mg,11ÿ502,mg
2836§,1722107,Xambio ,to,11ÿ500,to
2837§,2703759,Jequi  da Praia,ÿal,11ÿ495,al
2838§,1600204,Cal‡oene,ÿap ,11ÿ493,ap 
2839§,3517000,Getulina,sp,11ÿ485,sp
2840§,2922250,Muquem do Sao Francisco,ba,11ÿ479,ba
2841§,2202406,Capitao de Campos,pi,11ÿ471,pi
2842§,3102902,Ant“nio Carlos,mg,11ÿ471,mg
2843§,4117057,Nova Laranjeiras,pr ,11ÿ462,pr 
2844§,2203206,Curimat ,pi,11ÿ461,pi
2845§,4216008,Sao Carlos,sc,11ÿ456,sc
2846§,2105203,Igarape Grande,ma,11ÿ453,ma
2847§,2103901,Duque Bacelar,ma,11ÿ451,ma
2848§,3124500,Estiva,mg,11ÿ416,mg
2849§,3152303,Porto Firme,mg,11ÿ414,mg
2850§,5100607,Alto Taquari,mt,11ÿ413,mt
2851§,2406700,Lajes,rn,11ÿ410,rn
2852§,2307908,Martin¢pole,ce ,11ÿ407,ce 
2853§,4118907,Perola,pr ,11ÿ406,pr 
2854§,3122454,Divis¢polis,mg,11ÿ396,mg
2855§,3124906,Eugen¢polis,mg,11ÿ383,mg
2856§,3517901,Guaraci,sp,11ÿ382,sp
2857§,2901502,Anguera,ba,11ÿ369,ba
2858§,5002001,BatayporÆ,ms,11ÿ368,ms
2859§,2402105,Campo Redondo,rn,11ÿ363,rn
2860§,2201101,Avelino Lopes,pi,11ÿ361,pi
2861§,2804102,Moita Bonita,se,11ÿ361,se
2862§,3140852,Matias Cardoso,mg,11ÿ360,mg
2863§,3133709,Itatiaiu‡u,mg,11ÿ354,mg
2864§,4207908,Irine¢polis,sc,11ÿ354,sc
2865§,2101772,Bela Vista do Maranhao,ma,11ÿ347,ma
2866§,4313656,Palmares do Sul,rs,11ÿ342,rs
2867§,2109304,Presidente Vargas,ma,11ÿ328,ma
2868§,4321436,Terra de Areia,rs,11ÿ323,rs
2869§,2919603,Macajuba,ba,11ÿ318,ba
2870§,4218905,Urubici,sc,11ÿ311,sc
2871§,2611200,Pocao,pe,11ÿ308,pe
2872§,1507805,Senador Jose Porf¡rio,pa ,11ÿ305,pa 
2873§,2601003,Angelim,pe,11ÿ301,pe
2874§,5106299,Parana¡ta,mt,11ÿ291,mt
2875§,4102505,Barbosa Ferraz,pr ,11ÿ287,pr 
2876§,2111748,Senador Alexandre Costa,ma,11ÿ285,ma
2877§,2911303,Gentio do Ouro,ba,11ÿ284,ba
2878§,1707405,Esperantina,to,11ÿ280,to
2879§,2105922,Lagoa do Mato,ma,11ÿ280,ma
2880§,2806800,Sao Domingos,se,11ÿ276,se
2881§,4202057,Balne rio Barra do Sul,sc,11ÿ271,sc
2882§,4302303,Bom Jesus,rs,11ÿ270,rs
2883§,2614303,Moreilƒndia,pe,11ÿ269,pe
2884§,3123700,Engenheiro Caldas,mg,11ÿ268,mg
2885§,2102408,Cajapi¢,ma,11ÿ255,ma
2886§,2100501,Alto Parna¡ba,ma,11ÿ233,ma
2887§,4128401,Ura¡,pr ,11ÿ233,pr 
2888§,5205802,Corumb  de Goi s,go,11ÿ223,go
2889§,2907707,Chorroch¢,ba,11ÿ221,ba
2890§,2304905,Groa¡ras,ce ,11ÿ219,ce 
2891§,5208400,Goian polis,go,11ÿ217,go
2892§,2612109,Salgadinho,pe,11ÿ214,pe
2893§,3306156,Varre-Sai,rj,11ÿ208,rj
2894§,2111052,Sao Joao do Para¡so,ma,11ÿ207,ma
2895§,2707602,Quebrangulo,ÿal,11ÿ202,al
2896§,3503604,Arei¢polis,sp,11ÿ186,sp
2897§,2402709,Cerro Cor ,rn,11ÿ182,rn
2898§,2506103,Fagundes,pb,11ÿ180,pb
2899§,4321667,Trˆs Cachoeiras,rs,11ÿ174,rs
2900§,3506300,Bernardino de Campos,sp,11ÿ168,sp
2901§,4302006,Barros Cassal,rs,11ÿ167,rs
2902§,2407708,Montanhas,rn,11ÿ166,rn
2903§,2311207,Potengi,ce ,11ÿ165,ce 
2904§,4200200,Agrolƒndia,sc,11ÿ160,sc
2905§,2806107,Ros rio do Catete,se,11ÿ158,se
2906§,4204707,Cunha PorÆ,sc,11ÿ150,sc
2907§,3130200,Igaratinga,mg,11ÿ146,mg
2908§,4120507,Primeiro de Maio,pr ,11ÿ138,pr 
2909§,5105200,Juscimeira,mt,11ÿ124,mt
2910§,4110201,In cio Martins,pr ,11ÿ117,pr 
2911§,3161908,Sao Goncalo do Rio Abaixo,mg,11ÿ114,mg
2912§,4125803,Sao Pedro do Iva¡,pr ,11ÿ109,pr 
2913§,2400109,Acari,rn,11ÿ106,rn
2914§,4204004,Catanduvas,sc,11ÿ106,sc
2915§,3125952,Fervedouro,mg,11ÿ100,mg
2916§,2609204,Maraial,pe,11ÿ098,pe
2917§,3149101,Pedralva,mg,11ÿ098,mg
2918§,4124707,Sao Jer“nimo da Serra,pr ,11ÿ088,pr 
2919§,3129301,Iapu,mg,11ÿ085,mg
2920§,1101708,Urup ,ro,11ÿ081,ro
2921§,5000856,Angelica,ms,11ÿ081,ms
2922§,2902401,Aurelino Leal,ba,11ÿ079,ba
2923§,2507200,Itatuba,pb,11ÿ069,pb
2924§,4112504,Jardim Alegre,pr ,11ÿ067,pr 
2925§,2702504,Dois Riachos,ÿal,11ÿ059,al
2926§,2309102,Mulungu,ce ,11ÿ056,ce 
2927§,2310951,Pires Ferreira,ce ,11ÿ052,ce 
2928§,2412906,Sao Tome,rn,11ÿ051,rn
2929§,3504909,Bananal,sp,11ÿ039,sp
2930§,2917334,Iui£,ba,11ÿ038,ba
2931§,2205102,Itaueira,pi,11ÿ037,pi
2932§,3513900,Divinolƒndia,sp,11ÿ027,sp
2933§,2400307,Afonso Bezerra,rn,11ÿ024,rn
2934§,2516409,Tacima,pb,11ÿ024,pb
2935§,1400704,UiramutÆ,rr,11ÿ014,rr
2936§,2202505,Caracol,pi,11ÿ009,pi
2937§,3121258,Delta,mg,10ÿ994,mg
2938§,4115754,Mau  da Serra,pr ,10ÿ994,pr 
2939§,3104106,Arceburgo,mg,10ÿ990,mg
2940§,2509008,Mana¡ra,pb,10ÿ988,pb
2941§,5216403,Para£na,go,10ÿ988,go
2942§,2301257,Ararend ,ce ,10ÿ983,ce 
2943§,2603306,Calcado,pe,10ÿ983,pe
2944§,3109105,Bueno Brandao,mg,10ÿ982,mg
2945§,2206100,Matias Ol¡mpio,pi,10ÿ979,pi
2946§,3165008,Sao Tiago,mg,10ÿ979,mg
2947§,2402501,Carnaubais,rn,10ÿ972,rn
2948§,2408953,Rio do Fogo,rn,10ÿ961,rn
2949§,5218607,Rialma,go,10ÿ961,go
2950§,4201257,Api£na,sc,10ÿ951,sc
2951§,2102754,Capinzal do Norte,ma,10ÿ937,ma
2952§,3536000,ParapuÆ,sp,10ÿ934,sp
2953§,2104503,Governador Archer,ma,10ÿ931,ma
2954§,3153608,Prudente de Morais,mg,10ÿ931,mg
2955§,2414100,Tenente Ananias,rn,10ÿ923,rn
2956§,2701209,Cacimbinhas,ÿal,10ÿ920,al
2957§,2515401,Sao Vicente do Serid¢,pb,10ÿ919,pb
2958§,3203163,Laranja da Terra,es,10ÿ919,es
2959§,3548609,Sao Bento do Sapuca¡,sp,10ÿ907,sp
2960§,2902252,Arataca,ba,10ÿ904,ba
2961§,2105807,Lago do Junco,ma,10ÿ900,ma
2962§,1506104,Primavera,pa ,10ÿ889,pa 
2963§,3544301,Roseira,sp,10ÿ888,sp
2964§,3136504,Jordƒnia,mg,10ÿ872,mg
2965§,3158003,Santa Maria de Itabira,mg,10ÿ867,mg
2966§,3516903,General Salgado,sp,10ÿ855,sp
2967§,2207603,Parnagu ,pi,10ÿ846,pi
2968§,3556354,Vargem,sp,10ÿ842,sp
2969§,2921302,Milagres,ba,10ÿ838,ba
2970§,2507903,Juripiranga,pb,10ÿ830,pb
2971§,3543709,Rincao,sp,10ÿ824,sp
2972§,1101104,ItapuÆ do Oeste,ro,10ÿ819,ro
2973§,3142106,Miradouro,mg,10ÿ818,mg
2974§,3556602,Vera Cruz,sp,10ÿ804,sp
2975§,3200169,Agua Doce do Norte,es,10ÿ801,es
2976§,3145356,Novo Oriente de Minas,mg,10ÿ800,mg
2977§,5205471,Chapadao do Ceu,go,10ÿ797,go
2978§,3136900,Juruaia,mg,10ÿ795,mg
2979§,3151107,Pirapetinga,mg,10ÿ791,mg
2980§,3141603,Mercˆs,mg,10ÿ775,mg
2981§,5007703,Sete Quedas,ms,10ÿ751,ms
2982§,2917904,Janda¡ra,ba,10ÿ742,ba
2983§,3151305,Pira£ba,mg,10ÿ732,mg
2984§,3102100,Alto Rio Doce,mg,10ÿ723,mg
2985§,3534757,Ouroeste,sp,10ÿ712,sp
2986§,2103109,Cedral,ma,10ÿ711,ma
2987§,4116059,Missal,pr ,10ÿ706,pr 
2988§,2904506,Brotas de Maca£bas,ba,10ÿ705,ba
2989§,4105102,Centen rio do Sul,pr ,10ÿ704,pr 
2990§,2204402,Gilbues,pi,10ÿ698,pi
2991§,3550001,Sao Luiz do Paraitinga,sp,10ÿ693,sp
2992§,1101302,Mirante da Serra,ro,10ÿ691,ro
2993§,4311106,Jaguari,rs,10ÿ684,rs
2994§,5201801,Aragoiƒnia,go,10ÿ680,go
2995§,4320206,Seberi,rs,10ÿ678,rs
2996§,2904407,Brejolƒndia,ba,10ÿ675,ba
2997§,2202059,Cabeceiras do Piau¡,pi,10ÿ671,pi
2998§,1703008,Baba‡ulƒndia,to,10ÿ668,to
2999§,3305901,Trajano de Moraes,rj,10ÿ653,rj
3000§,3509304,Cajobi,sp,10ÿ649,sp
3001§,2410306,Serra Caiada,rn,10ÿ646,rn
3002§,2708105,Santana do Munda£,ÿal,10ÿ637,al
3003§,4316105,Ronda Alta,rs,10ÿ633,rs
3004§,2111904,Sucupira do Norte,ma,10ÿ631,ma
3005§,4205308,Faxinal dos Guedes,sc,10ÿ630,sc
3006§,4121802,Ribeirao Claro,pr ,10ÿ622,pr 
3007§,2206605,Monte Alegre do Piau¡,pi,10ÿ618,pi
3008§,2510105,Nova Floresta,pb,10ÿ614,pb
3009§,1400233,Caroebe,rr,10ÿ595,rr
3010§,2702009,Coite do Noia,ÿal,10ÿ594,al
3011§,2511806,Pirpirituba,pb,10ÿ590,pb
3012§,2927903,Santa Inˆs,ba,10ÿ583,ba
3013§,4207809,Irani,sc,10ÿ575,sc
3014§,1200138,Bujari,ÿac,10ÿ572,ac
3015§,4321006,Tapera,rs,10ÿ569,rs
3016§,2206407,Monsenhor Gil,pi,10ÿ563,pi
3017§,2104081,Fernando Falcao,ma,10ÿ559,ma
3018§,2706422,Pariconha,ÿal,10ÿ546,al
3019§,2929370,Sao Jose do Jacu¡pe,ba,10ÿ546,ba
3020§,2404408,Grossos,rn,10ÿ541,rn
3021§,4117255,Nova Prata do Igua‡u,pr ,10ÿ540,pr 
3022§,3204807,Sao Jose do Calcado,es,10ÿ536,es
3023§,3107901,Bom Repouso,mg,10ÿ527,mg
3024§,2911006,Floresta Azul,ba,10ÿ525,ba
3025§,3154804,Rio Acima,mg,10ÿ524,mg
3026§,3154101,Recreio,mg,10ÿ522,mg
3027§,2928505,Santa Teresinha,ba,10ÿ520,ba
3028§,2900504,rico Cardoso,ba,10ÿ513,ba
3029§,1703842,Campos Lindos,to,10ÿ505,to
3030§,1702406,Arraias,to,10ÿ502,to
3031§,1506401,Santa Cruz do Arari,pa ,10ÿ496,pa 
3032§,2204501,Guadalupe,pi,10ÿ496,pi
3033§,3551108,Sarapu¡,sp,10ÿ493,sp
3034§,2414506,Umarizal,rn,10ÿ485,rn
3035§,4301057,Arroio do Sal,rs,10ÿ483,rs
3036§,2201606,Beneditinos,pi,10ÿ479,pi
3037§,3166204,Senhora dos Remedios,mg,10ÿ474,mg
3038§,2918308,Jita£na,ba,10ÿ470,ba
3039§,2922052,Mulungu do Morro,ba,10ÿ469,ba
3040§,2105450,Jatob ,ma,10ÿ464,ma
3041§,2203107,Cristino Castro,pi,10ÿ464,pi
3042§,2403509,Esp¡rito Santo,rn,10ÿ463,rn
3043§,3171808,Virgin¢polis,mg,10ÿ459,mg
3044§,5107180,Ribeirao Cascalheira,mt,10ÿ450,mt
3045§,2509909,Natuba,pb,10ÿ449,pb
3046§,2412559,Sao Miguel do Gostoso,rn,10ÿ441,rn
3047§,3202900,Itarana,es,10ÿ433,es
3048§,5100805,Apiac s,mt,10ÿ431,mt
3049§,1716208,ParanÆ,to,10ÿ426,to
3050§,2701100,Branquinha,ÿal,10ÿ426,al
3051§,4301404,Arvorezinha,rs,10ÿ422,rs
3052§,2303659,Catunda,ce ,10ÿ410,ce 
3053§,3304607,Santa Maria Madalena,rj,10ÿ380,rj
3054§,2500106,Agua Branca,pb,10ÿ375,pb
3055§,2505709,Dona Inˆs,pb,10ÿ375,pb
3056§,2405306,Boa Sa£de,rn,10ÿ367,rn
3057§,2503308,Cachoeira dos Öndios,pb,10ÿ364,pb
3058§,4108007,Florest¢polis,pr ,10ÿ360,pr 
3059§,2920809,Marcion¡lio Souza,ba,10ÿ357,ba
3060§,3144656,Ninheira,mg,10ÿ355,mg
3061§,2805901,Riachuelo,se,10ÿ354,se
3062§,2924652,Pintadas,ba,10ÿ353,ba
3063§,3117108,Conceicao da Aparecida,mg,10ÿ351,mg
3064§,1101609,Theobroma,ro,10ÿ348,ro
3065§,2910008,D rio Meira,ba,10ÿ347,ba
3066§,4102604,Barracao,pr ,10ÿ347,pr 
3067§,2111789,Serrano do Maranhao,ma,10ÿ343,ma
3068§,3115805,Centralina,mg,10ÿ343,mg
3069§,3109204,Buen¢polis,mg,10ÿ342,mg
3070§,5202502,AruanÆ,go,10ÿ340,go
3071§,4208708,Jacinto Machado,sc,10ÿ337,sc
3072§,3170503,Urucƒnia,mg,10ÿ333,mg
3073§,4115101,Mariluz,pr ,10ÿ327,pr 
3074§,2401701,Bom Jesus,rn,10ÿ323,rn
3075§,2615201,Terra Nova,pe,10ÿ314,pe
3076§,3126505,Francisco Badar¢,mg,10ÿ311,mg
3077§,3128204,Guaraciaba,mg,10ÿ307,mg
3078§,5205000,Carmo do Rio Verde,go,10ÿ299,go
3079§,2920007,Maiquinique,ba,10ÿ294,ba
3080§,3123007,Dores de Campos,mg,10ÿ291,mg
3081§,2916609,Itapitanga,ba,10ÿ284,ba
3082§,3106002,Bela Vista de Minas,mg,10ÿ269,mg
3083§,3156601,Rubim,mg,10ÿ269,mg
3084§,2924702,Pirip ,ba,10ÿ253,ba
3085§,5216809,Petrolina de Goi s,go,10ÿ240,go
3086§,4212650,Pescaria Brava,sc,10ÿ225,sc
3087§,5216304,Paranaiguara,go,10ÿ221,go
3088§,3120508,Cristina,mg,10ÿ211,mg
3089§,3540507,Porangaba,sp,10ÿ205,sp
3090§,5215009,Nova Veneza,go,10ÿ193,go
3091§,3555604,Uchoa,sp,10ÿ191,sp
3092§,4308300,Fontoura Xavier,rs,10ÿ181,rs
3093§,2407005,Lu¡s Gomes,rn,10ÿ175,rn
3094§,3514601,Dumont,sp,10ÿ174,sp
3095§,2916302,Itapebi,ba,10ÿ173,ba
3096§,5217203,Piranhas,go,10ÿ161,go
3097§,3131505,Ipuiuna,mg,10ÿ156,mg
3098§,4202602,Bom Retiro,sc,10ÿ153,sc
3099§,4320677,Sinimbu,rs,10ÿ152,rs
3100§,4105003,Catanduvas,pr ,10ÿ144,pr 
3101§,4315107,Porto Xavier,rs,10ÿ144,rs
3102§,4200705,Alfredo Wagner,sc,10ÿ136,sc
3103§,4116703,Nova Aurora,pr ,10ÿ131,pr 
3104§,3132909,Itamogi,mg,10ÿ122,mg
3105§,4124806,Sao Joao,pr ,10ÿ122,pr 
3106§,2104651,Governador Newton Bello,ma,10ÿ121,ma
3107§,5203559,Bonfin¢polis,go,10ÿ120,go
3108§,5105580,Marcelƒndia,mt,10ÿ107,mt
3109§,3114550,Carneirinho,mg,10ÿ103,mg
3110§,3554706,Torrinha,sp,10ÿ100,sp
3111§,5102793,Carlinda,mt,10ÿ094,mt
3112§,4312906,Nova Bassano,rs,10ÿ089,rs
3113§,2210656,Sigefredo Pacheco,pi,10ÿ074,pi
3114§,4124020,Santa Tereza do Oeste,pr ,10ÿ055,pr 
3115§,2904209,BotuporÆ,ba,10ÿ050,ba
3116§,2924678,Pira¡ do Norte,ba,10ÿ050,ba
3117§,3542503,Regin¢polis,sp,10ÿ047,sp
3118§,4110805,Iretama,pr ,10ÿ029,pr 
3119§,5205901,Corumba¡ba,go,10ÿ012,go
3120§,2200707,An¡sio de Abreu,pi,9ÿ994,pi
3121§,3201100,Bom Jesus do Norte,es,9ÿ988,es
3122§,3133600,Itapeva,mg,9ÿ976,mg
3123§,3528601,Manduri,sp,9ÿ972,sp
3124§,4206405,Guaraciaba,sc,9ÿ964,sc
3125§,2509800,Mulungu,pb,9ÿ962,pb
3126§,3532827,Nova Campina,sp,9ÿ962,sp
3127§,4314704,Planalto,rs,9ÿ957,rs
3128§,2914109,Ipupiara,ba,9ÿ954,ba
3129§,4211058,Monte Carlo,sc,9ÿ945,sc
3130§,3543808,Rin¢polis,sp,9ÿ940,sp
3131§,5004007,Gl¢ria de Dourados,ms,9ÿ934,ms
3132§,4317707,Santo Ant“nio das Missäes,rs,9ÿ930,rs
3133§,2517001,Umbuzeiro,pb,9ÿ914,pb
3134§,4305801,Constantina,rs,9ÿ903,rs
3135§,4204400,Coronel Freitas,sc,9ÿ900,sc
3136§,3119203,Coroaci,mg,9ÿ897,mg
3137§,4125001,Sao Joao do Iva¡,pr ,9ÿ897,pr 
3138§,3112505,Capim Branco,mg,9ÿ896,mg
3139§,3164506,Sao Sebastiao do Maranhao,mg,9ÿ884,mg
3140§,4217303,Saudades,sc,9ÿ874,sc
3141§,2204808,Ipiranga do Piau¡,pi,9ÿ863,pi
3142§,3503703,Ariranha,sp,9ÿ851,sp
3143§,2800407,Arau ,se,9ÿ840,se
3144§,2508000,Juru,pb,9ÿ831,pb
3145§,2410405,Pureza,rn,9ÿ825,rn
3146§,1702901,Axix  do Tocantins,to,9ÿ817,to
3147§,3126208,Formoso,mg,9ÿ810,mg
3148§,3519253,Iaras,sp,9ÿ786,sp
3149§,4214201,Quilombo,sc,9ÿ773,sc
3150§,2403806,Florƒnia,rn,9ÿ772,rn
3151§,2903953,Bom Jesus da Serra,ba,9ÿ768,ba
3152§,3138658,Lontra,mg,9ÿ766,mg
3153§,4207205,Imaru¡,sc,9ÿ764,sc
3154§,5004106,Guia Lopes da Laguna,ms,9ÿ754,ms
3155§,5205307,Cavalcante,go,9ÿ740,go
3156§,2805109,Pedrinhas,se,9ÿ727,se
3157§,4100707,Alto Piquiri,pr ,9ÿ722,pr 
3158§,3126901,Frei Inocˆncio,mg,9ÿ716,mg
3159§,4304358,Candiota,rs,9ÿ707,rs
